Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
S1S22_val_2 - polyg	(1, 0.3736323244780024)	(2, 0.3766189426082702)	(3, 0.37843453089503926)	(4, 0.379915539226523)	(5, 0.3810718081896415)	(6, 0.3820607871751173)	(7, 0.38299072263907225)	(8, 0.38442252803595517)	(9, 0.38553451435793296)	(10, 0.38703520386325696)	(12, 0.38938710413717464)	(14, 0.39041790561706113)	(16, 0.39107722494071173)	(18, 0.39166766015592114)	(20, 0.39220397214306973)	(22, 0.3927870269180891)	(24, 0.3934512665351997)	(26, 0.3939752777886981)	(28, 0.39443040493375536)	(30, 0.3949544161872538)	(32, 0.39548088758748223)	(34, 0.3959335545858095)	(36, 0.39642558393181737)	(38, 0.396843808875924)	(40, 0.39741210277056316)	(42, 0.3978549291819702)	(44, 0.39826085339242673)	(46, 0.3986790783365334)	(48, 0.3992473722311725)	(50, 0.39970741966968987)	(52, 0.4002068294558879)	(54, 0.4006767174813254)	(56, 0.4011392250665728)	(58, 0.40156729059759966)	(60, 0.40197075466132615)	(62, 0.40246032386060393)	(64, 0.4029498930598818)	(66, 0.40344930284607977)	(68, 0.40389212925748685)	(70, 0.4044038397773351)	(72, 0.40487864809623264)	(74, 0.4053534564151303)	(76, 0.4058454857611381)	(78, 0.4063547361342563)	(80, 0.4068197038662338)	(82, 0.4074027586412531)	(84, 0.408145722953725)	(86, 0.40944960072064585)	(88, 0.41158500808232)	(90, 0.41469709369581986)	(92, 0.4189629881257082)	(94, 0.4242793652093233)	(96, 0.43036084792598067)	(98, 0.43728862111777156)	(100, 0.4451881522679281)	(102, 0.45423903208774297)	(104, 0.4652998517860001)	(106, 0.4786141658889733)	(108, 0.4939359597236586)	(110, 0.5118999511464062)	(112, 0.5327472345367601)	(114, 0.5553043199044911)	(116, 0.5797335769337824)	(118, 0.6057693097777892)	(120, 0.6330424964270058)	(122, 0.6603501251304431)	(124, 0.6882777108098503)	(126, 0.7169974637363301)	(128, 0.7456975354889697)	(130, 0.7742130962368563)	(132, 0.8020594970741721)	(134, 0.8303241228555946)	(136, 0.8573340738046971)	(138, 0.8837093068974494)
S1S23_DKDL250003486-1A_22YL5KLT3_L6_1 - illumina_universal_adapter	(1, 0.010929254066889639)	(2, 0.01743070767771583)	(3, 0.030348464890597768)	(4, 0.04619137534594695)	(5, 0.055382567469110335)	(6, 0.06625672447150144)	(7, 0.08986331219709763)	(8, 0.13106589879390523)	(9, 0.1812442980799274)	(10, 0.26788944082790656)	(12, 0.37375344143778094)	(14, 0.4541375541291093)	(16, 0.519182143181643)	(18, 0.5861375986074668)	(20, 0.682322046749759)	(22, 0.8706488220297699)	(24, 1.1349920154335895)	(26, 1.4716000177512725)	(28, 1.9590813135500813)	(30, 2.595545071752907)	(32, 3.3765008816031203)	(34, 4.210783136651839)	(36, 5.092679273075377)	(38, 6.066322039537052)	(40, 7.1000181018901)	(42, 8.169584857643711)	(44, 9.262745679062807)	(46, 10.379325257305794)	(48, 11.523403279557597)	(50, 12.674876830512314)	(52, 13.834279349930775)	(54, 14.990944547008464)	(56, 16.150675144401895)	(58, 17.306456284035583)	(60, 18.46149361329855)	(62, 19.622909679983227)	(64, 20.78306602742051)	(66, 21.9398088612709)	(68, 23.084603145361186)	(70, 24.232184840032687)	(72, 25.378361559559476)	(74, 26.515312025194785)	(76, 27.64652237847416)	(78, 28.770670289849626)	(80, 29.891602536188003)	(82, 31.004535690525998)	(84, 32.11382742978305)	(86, 33.20734888653341)	(88, 34.2941434925909)	(90, 35.373011634596665)	(92, 36.44627490249573)	(94, 37.51037953562792)	(96, 38.55863624948071)	(98, 39.598225193323074)	(100, 40.62720294342543)	(102, 41.64909070309163)	(104, 42.657457142247495)	(106, 43.652743037409)	(108, 44.63352588254728)	(110, 45.60035163948328)	(112, 46.55439237304359)	(114, 47.49769418785073)	(116, 48.430985867803315)	(118, 49.34862246820223)	(120, 50.258370170729776)	(122, 51.15409316593042)	(124, 52.043151920738765)	(126, 52.92364308201759)	(128, 53.789746396226235)	(130, 54.63805335860185)	(132, 55.477424578880616)	(134, 56.30597423480947)	(136, 57.12697058407797)	(138, 57.92973481382151)
S1S23_DKDL250003486-1A_22YL5KLT3_L6_1 - polya	(1, 0.0310597179050333)	(2, 0.06485926256285698)	(3, 0.08271071146037975)	(4, 0.10479962550024378)	(5, 0.1180780180443888)	(6, 0.13160184296675453)	(7, 0.14345772948202848)	(8, 0.15528857187707584)	(9, 0.16584717296461177)	(10, 0.1859225397382569)	(12, 0.20406950925445358)	(14, 0.22283256412822472)	(16, 0.24808705496473138)	(18, 0.2685956850182967)	(20, 0.2886309811995793)	(22, 0.3114511835500602)	(24, 0.33714394649053236)	(26, 0.35860926193675396)	(28, 0.3805278759590771)	(30, 0.4020933678862051)	(32, 0.4205533889052343)	(34, 0.4467670695464199)	(36, 0.4747037856591958)	(38, 0.49429830532449015)	(40, 0.5176694783199562)	(42, 0.5409079174782214)	(44, 0.5636079080516145)	(46, 0.5883865606038158)	(48, 0.6097642216292443)	(50, 0.630771229675319)	(52, 0.6542826497440541)	(54, 0.684423248436771)	(56, 0.7096727304492325)	(58, 0.7321598460006995)	(60, 0.758498747243018)	(62, 0.7811536584000033)	(64, 0.8026490267904969)	(66, 0.8247204099462022)	(68, 0.8437714722025793)	(70, 0.8689833880347008)	(72, 0.8918762183338387)	(74, 0.9065270286664016)	(76, 0.9230336083077557)	(78, 0.9425354647282117)	(80, 0.9604445151022556)	(82, 0.9774119065557794)	(84, 0.9991276632042669)	(86, 1.024144234898621)	(88, 1.0419606220278266)	(90, 1.0579237442602634)	(92, 1.0731130031776983)	(94, 1.0892864960200386)	(96, 1.1039648548848506)	(98, 1.1177165813012784)	(100, 1.129449751627442)	(102, 1.1438776692899881)	(104, 1.157636908942484)	(106, 1.168556145361283)	(108, 1.1804521024689194)	(110, 1.1928814993373826)	(112, 1.2049828182308773)	(114, 1.2150255104417451)	(116, 1.2245648158360583)	(118, 1.2365734714847147)	(120, 1.2484819506524645)	(122, 1.25762806335922)	(124, 1.2671673687535332)	(126, 1.2789606449682407)	(128, 1.2902355078942573)	(130, 1.3004159427663715)	(132, 1.3112976130048306)	(134, 1.3221792832432897)	(136, 1.3323747445875398)	(138, 1.3428381780182148)
S1S23_DKDL250003486-1A_22YL5KLT3_L6_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002719791456609108)	(4, 0.0033158415180022647)	(5, 0.0035412386000416934)	(6, 0.003676476849265351)	(7, 0.003796688626353046)	(8, 0.0039018739313047795)	(9, 0.004017076884347154)	(10, 0.004159828369638793)	(12, 0.004317606327066393)	(14, 0.004475384284493993)	(16, 0.004650693126080215)	(18, 0.004851046087893041)	(20, 0.005003815221275321)	(22, 0.005134044646453657)	(24, 0.0052767961317452955)	(26, 0.005459618209399499)	(28, 0.005697537351552229)	(30, 0.0059304476696596395)	(32, 0.006283569764854745)	(34, 0.006691788924548377)	(36, 0.007175140444921818)	(38, 0.007558315484388848)	(40, 0.008094259657238156)	(42, 0.008657752362336728)	(44, 0.009341456844522995)	(46, 0.01053856579135463)	(48, 0.011710630617959659)	(50, 0.013183224887283927)	(52, 0.014668341216721498)	(54, 0.017450742973897114)	(56, 0.020380905040409687)	(58, 0.02287029059093405)	(60, 0.024483131933527295)	(62, 0.025863062958013133)	(64, 0.02780398227557488)	(66, 0.03175093562328755)	(68, 0.041094896879833205)	(70, 0.062046807861409446)	(72, 0.1070335610244568)	(74, 0.16857197324526618)	(76, 0.2549416306707527)	(78, 0.38571200884598394)	(80, 0.5824886702904506)	(82, 0.8350611271877666)	(84, 1.1143180941865283)	(86, 1.4049576138282813)	(88, 1.718792997623914)	(90, 2.0643943435149703)	(92, 2.463074197814289)	(94, 2.9557521485601184)	(96, 3.536056971566809)	(98, 4.1885389490665705)	(100, 4.991668822965417)	(102, 5.941141508996399)	(104, 6.953054195576347)	(106, 7.956391775390706)	(108, 8.937938466195897)	(110, 9.926387316535541)	(112, 10.877510410089455)	(114, 11.803889912859486)	(116, 12.690767324796093)	(118, 13.58547352871554)	(120, 14.472173127398538)	(122, 15.379286188478241)	(124, 16.303900080772294)	(126, 17.19223255609407)	(128, 18.087221758572078)	(130, 19.00948400797685)	(132, 19.967950037581204)	(134, 20.969429343674754)	(136, 22.00773101973747)	(138, 23.089779765012022)
S1S23_DKDL250003486-1A_22YL5KLT3_L6_2 - illumina_universal_adapter	(1, 0.011114580556566504)	(2, 0.017761290064706996)	(3, 0.030949523776036242)	(4, 0.04705790190578742)	(5, 0.05642440287053702)	(6, 0.06754900107519417)	(7, 0.0915312506041894)	(8, 0.13337496667879803)	(9, 0.18408430131362422)	(10, 0.2719541015406842)	(12, 0.3790127066853676)	(14, 0.4604611944863266)	(16, 0.5262696292057718)	(18, 0.5936658611475837)	(20, 0.6906692520212859)	(22, 0.8803208612612841)	(24, 1.14636455042849)	(26, 1.485434389764448)	(28, 1.9767148786016326)	(30, 2.618217513794051)	(32, 3.4053692389883254)	(34, 4.246473512386771)	(36, 5.134826023004727)	(38, 6.115716557859982)	(40, 7.1572589430800235)	(42, 8.234599393751973)	(44, 9.335000470328577)	(46, 10.458835330201214)	(48, 11.609690291386336)	(50, 12.769303181414699)	(52, 13.937994565025205)	(54, 15.103422699770185)	(56, 16.270714117060024)	(58, 17.433222107386584)	(60, 18.595820256545956)	(62, 19.763928112155185)	(64, 20.9294263704368)	(66, 22.09224741226619)	(68, 23.24452487948018)	(70, 24.40090457358729)	(72, 25.555648886643603)	(74, 26.702709663614392)	(76, 27.845916150482303)	(78, 28.983961044171515)	(80, 30.12022029208857)	(82, 31.249539814290834)	(84, 32.37531058465699)	(86, 33.48601731670684)	(88, 34.59201074533004)	(90, 35.687858800849455)	(92, 36.777578560149415)	(94, 37.85614617271247)	(96, 38.917949251195836)	(98, 39.968765474135786)	(100, 41.00750291789045)	(102, 42.03831890641743)	(104, 43.05613449213479)	(106, 44.06138544273446)	(108, 45.052589146299034)	(110, 46.03081248235016)	(112, 46.99645365239943)	(114, 47.952866064145205)	(116, 48.89944615429002)	(118, 49.83134788557001)	(120, 50.75748696478586)	(122, 51.669195621927145)	(124, 52.57231414583071)	(126, 53.46622645113897)	(128, 54.34578597114537)	(130, 55.206772771591716)	(132, 56.057817056308096)	(134, 56.89608132647285)	(136, 57.72579302958022)	(138, 58.535992858619025)
S1S23_DKDL250003486-1A_22YL5KLT3_L6_2 - polya	(1, 0.22174564931039012)	(2, 0.43230659452757925)	(3, 0.5418195234544697)	(4, 0.667576068760335)	(5, 0.7486889653502575)	(6, 0.8299170648932224)	(7, 0.8875485943586817)	(8, 0.9469682740083205)	(9, 1.0002120736100788)	(10, 1.0942101700565887)	(12, 1.183795492519171)	(14, 1.2698495940298022)	(16, 1.3704793735123166)	(18, 1.462726885954987)	(20, 1.5525952069761297)	(22, 1.654036415953986)	(24, 1.7538572703531812)	(26, 1.845621431275478)	(28, 1.9364915171056851)	(30, 2.028077864774373)	(32, 2.1106959129899145)	(34, 2.2200335330752186)	(36, 2.3374478819336026)	(38, 2.418986528567377)	(40, 2.504454597664706)	(42, 2.5862061193204067)	(44, 2.665373087768722)	(46, 2.7412091882268994)	(48, 2.8068197743965544)	(50, 2.871513745765916)	(52, 2.937542568743355)	(54, 3.0136817030562746)	(56, 3.082435326314368)	(58, 3.1484791757639434)	(60, 3.2258028969635806)	(62, 3.290960184557134)	(64, 3.3492478699725305)	(66, 3.409113334962203)	(68, 3.4622218963147375)	(70, 3.5263448617429325)	(72, 3.5885970313902003)	(74, 3.632799903590155)	(76, 3.680068176105846)	(78, 3.732029716752002)	(80, 3.7831322440743858)	(82, 3.8329374859690315)	(84, 3.8916258773080536)	(86, 3.9569634825672386)	(88, 4.005503996390441)	(90, 4.051252090808378)	(92, 4.0954724938924905)	(94, 4.142467785497711)	(96, 4.187206601870516)	(98, 4.231319315237654)	(100, 4.2720485679621785)	(102, 4.322868096726003)	(104, 4.373204273969452)	(106, 4.414259100256922)	(108, 4.457472729707926)	(110, 4.5028101005541465)	(112, 4.546609762418452)	(114, 4.582623207304308)	(116, 4.617920390351683)	(118, 4.660440297672409)	(120, 4.70153269014022)	(122, 4.736208779005975)	(124, 4.769206911816547)	(126, 4.809605582154081)	(128, 4.845235852000469)	(130, 4.8766737361209245)	(132, 4.908184248190036)	(134, 4.939431796996769)	(136, 4.969181707413951)	(138, 4.999805657627041)
S1S23_DKDL250003486-1A_22YL5KLT3_L6_2 - polyg	(1, 0.5265776718845591)	(2, 0.5287364750480922)	(3, 0.5303292810945042)	(4, 0.5317217341791033)	(5, 0.533044063727068)	(6, 0.534591790357072)	(7, 0.5357638551836771)	(8, 0.5375920759602191)	(9, 0.5388743349158212)	(10, 0.5408478115896775)	(12, 0.5437955045403486)	(14, 0.5451028076161775)	(16, 0.545939281231746)	(18, 0.5465328268811165)	(20, 0.5471464078266682)	(22, 0.5477073961197442)	(24, 0.5483109594172053)	(26, 0.5487867977015108)	(28, 0.5492651403978388)	(30, 0.5498136066308015)	(32, 0.5502694096189257)	(34, 0.5507302214310952)	(36, 0.5512110685394459)	(38, 0.5517094465319554)	(40, 0.5523080010053711)	(42, 0.552788848113722)	(44, 0.5532396422778008)	(46, 0.5537455335063781)	(48, 0.5543165394475447)	(50, 0.5547973865558955)	(52, 0.5553408439648128)	(54, 0.5559068410819341)	(56, 0.5563851837782622)	(58, 0.5568610220625676)	(60, 0.5573143206386691)	(62, 0.557882822167813)	(64, 0.565020396432395)	(66, 0.5849805602529977)	(68, 0.6123262351284258)	(70, 0.6445530090360188)	(72, 0.7270182881181778)	(74, 0.8404080468561466)	(76, 0.9481428432469481)	(78, 1.0316174003742393)	(80, 1.0989284823072807)	(82, 1.171909553059625)	(84, 1.280395673057225)	(86, 1.4826670144794083)	(88, 1.7602760783672595)	(90, 2.1207561360849407)	(92, 2.6333667021191234)	(94, 3.305420659575975)	(96, 4.108785948204953)	(98, 4.96064166241668)	(100, 5.872771060777772)	(102, 6.871470469526164)	(104, 7.944606012412066)	(106, 9.053246604543222)	(108, 10.18516821083703)	(110, 11.338186984009731)	(112, 12.525448582768263)	(114, 13.716311526015382)	(116, 14.92170005899393)	(118, 16.132908845513143)	(120, 17.347142961755726)	(122, 18.55156729610555)	(124, 19.7627360120324)	(126, 20.98649440719716)	(128, 22.20668401522963)	(130, 23.421714534495422)	(132, 24.613143474859662)	(134, 25.828221577953883)	(136, 27.020744946372023)	(138, 28.220047758135507)
S1S23_val_1 - polya	(1, 0.03087854064011452)	(2, 0.06470822427556754)	(3, 0.08259669104731171)	(4, 0.10472774116791005)	(5, 0.11804571981354023)	(6, 0.13162602228097828)	(7, 0.14352139866218885)	(8, 0.15540668566563762)	(9, 0.16602575575997533)	(10, 0.18622216769474065)	(12, 0.20446880737703016)	(14, 0.2233233320694706)	(16, 0.248720818240465)	(18, 0.26934098404122764)	(20, 0.2894743373649814)	(22, 0.31242514942872934)	(24, 0.33826656822124473)	(26, 0.3598124344316563)	(28, 0.381792143885827)	(30, 0.40344394856273785)	(32, 0.42197309082235895)	(34, 0.4483013220918831)	(36, 0.4763750157142059)	(38, 0.4960089448387486)	(40, 0.5194163012462197)	(42, 0.5426824063650252)	(44, 0.565413774462453)	(46, 0.5902185096899393)	(48, 0.6116130352339233)	(50, 0.6326392984896)	(52, 0.6561828614968561)	(54, 0.6864232489935341)	(56, 0.711724886075791)	(58, 0.734287257095708)	(60, 0.760723949176172)	(62, 0.7834023480403502)	(64, 0.8049204684619167)	(66, 0.8269834152826226)	(68, 0.8460926967635496)	(70, 0.8713741550902827)	(72, 0.8942669532319001)	(74, 0.90889907333101)	(76, 0.9254204294160248)	(78, 0.9448702273964138)	(80, 0.9627183366571107)	(82, 0.979643267852599)	(84, 1.0013556087960809)	(86, 1.0263722209565658)	(88, 1.0441597939506915)	(90, 1.0601060555032813)	(92, 1.0752653455904475)	(94, 1.0914285287649168)	(96, 1.1061010063750742)	(98, 1.119799859031214)	(100, 1.131445523312819)	(102, 1.1458632441344898)	(104, 1.1596327224349623)	(106, 1.1705393397955126)	(108, 1.1824145374211996)	(110, 1.194874918957073)	(112, 1.2069821722712823)	(114, 1.2170110137665524)	(116, 1.2265404310626113)	(118, 1.2385442682547616)	(120, 1.2504472116692935)	(122, 1.2595932326104025)	(124, 1.2690974264620567)	(126, 1.2808792973434466)	(128, 1.2921339982367803)	(130, 1.3023066133651566)	(132, 1.313188007281302)	(134, 1.3239987755531148)	(136, 1.3339595137484923)	(138, 1.3413121477924341)
S1S23_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0027190873068161617)	(4, 0.003319405283645704)	(5, 0.0035464162832871274)	(6, 0.0036826228830719814)	(7, 0.0037986507273331535)	(8, 0.003899544504951564)	(9, 0.004015572349212736)	(10, 0.004159345982318971)	(12, 0.004313208993187047)	(14, 0.0044721166929360436)	(16, 0.004646158459327801)	(18, 0.0048454236701241625)	(20, 0.0049942419921113175)	(22, 0.005122881558574791)	(24, 0.005261610502800105)	(26, 0.005435652269191862)	(28, 0.005672752646595128)	(30, 0.005899763646236551)	(32, 0.006235235456817766)	(34, 0.0066337658784104865)	(36, 0.007097877255455175)	(38, 0.007456050166000532)	(40, 0.007970608431854424)	(42, 0.008512912486553382)	(44, 0.00916872204107305)	(46, 0.009796785806747654)	(48, 0.010439983639065021)	(50, 0.011189119937881718)	(52, 0.011953390303341178)	(54, 0.012848822579704572)	(56, 0.013484453378700557)	(58, 0.0142941259440883)	(60, 0.015030650520702696)	(62, 0.015701594141865127)	(64, 0.016541534840538392)	(66, 0.017424355394699484)	(68, 0.0189276726812138)	(70, 0.020617643456322176)	(72, 0.022103304331753268)	(74, 0.023157644307865658)	(76, 0.024111090506359636)	(78, 0.025145251726948342)	(80, 0.02645182614710676)	(82, 0.027945054055859234)	(84, 0.02961989076432485)	(86, 0.03165290038333582)	(88, 0.03448297084553223)	(90, 0.03803695416214074)	(92, 0.04242583348854159)	(94, 0.04800525939083969)	(96, 0.05451543039166763)	(98, 0.062284251268285226)	(100, 0.07111245680989614)	(102, 0.08112616423852338)	(104, 0.0915283127109815)	(106, 0.10212972639423598)	(108, 0.11234017668921911)	(110, 0.12234883942896543)	(112, 0.13214814758015356)	(114, 0.14192223228693707)	(116, 0.15148696240516235)	(118, 0.16202783982184582)	(120, 0.17361549018132022)	(122, 0.18661817577189288)	(124, 0.20062727679420916)	(126, 0.21514841373793891)	(128, 0.23051453606922281)	(130, 0.24665754048816851)	(132, 0.2635168907282049)	(134, 0.2804165984792886)	(136, 0.29836560151760383)	(138, 0.3173109306099009)
S1S23_val_2 - polya	(1, 0.2194338769422809)	(2, 0.42959057103254894)	(3, 0.5392167051038328)	(4, 0.665071603305038)	(5, 0.7463112730433821)	(6, 0.8277577750258439)	(7, 0.8856708033788115)	(8, 0.945435232551077)	(9, 0.9989795603331674)	(10, 1.093577566228189)	(12, 1.183645441508144)	(14, 1.2701416770604075)	(16, 1.3712145411340906)	(18, 1.463850163054434)	(20, 1.5541425269895899)	(22, 1.6560654211397083)	(24, 1.7563513137479676)	(26, 1.8485253466357072)	(28, 1.9397635897360357)	(30, 2.0317988936795497)	(32, 2.1148294279706206)	(34, 2.224695184763748)	(36, 2.342738382232848)	(38, 2.4246843084145207)	(40, 2.5105524802011097)	(42, 2.592735506760186)	(44, 2.6722978174456236)	(46, 2.748538200502976)	(48, 2.8144823735543687)	(50, 2.879480667440589)	(52, 2.945846072013539)	(54, 3.0223689576482227)	(56, 3.091435793116905)	(58, 3.157798675345415)	(60, 3.2355045405226743)	(62, 3.300959378752618)	(64, 3.3594525463268914)	(66, 3.41961802826519)	(68, 3.4729530014587224)	(70, 3.5372980081348633)	(72, 3.5997411671028976)	(74, 3.644131906910558)	(76, 3.6916175633466626)	(78, 3.7438275709197497)	(80, 3.795139623872033)	(82, 3.8451627588152406)	(84, 3.9041023813554756)	(86, 3.969731261351811)	(88, 4.018450344219302)	(90, 4.064374669446761)	(92, 4.108783065665504)	(94, 4.155955951390992)	(96, 4.200853682431185)	(98, 4.245186408316714)	(100, 4.286081178729896)	(102, 4.3371132514492885)	(104, 4.3876484223139105)	(106, 4.42885596343771)	(108, 4.472202452647019)	(110, 4.517665188841875)	(112, 4.561619563061335)	(114, 4.597737013104286)	(116, 4.633158296081669)	(118, 4.675884288558626)	(120, 4.717147321260114)	(122, 4.751968286260668)	(124, 4.785101802830555)	(126, 4.825661101433155)	(128, 4.8614329902877635)	(130, 4.89298247454904)	(132, 4.924597539765768)	(134, 4.955927580060726)	(136, 4.985370906714218)	(138, 5.007499434490376)
S1S23_val_2 - polyg	(1, 0.5075562376871756)	(2, 0.5095791579284248)	(3, 0.5111783243036766)	(4, 0.5125555243681679)	(5, 0.5138671434772072)	(6, 0.5153906395192451)	(7, 0.5165559626507378)	(8, 0.5183518718923456)	(9, 0.5196281781792185)	(10, 0.5215855174650157)	(12, 0.524476124193783)	(14, 0.5257423411028941)	(16, 0.5265394019460796)	(18, 0.5271245858562663)	(20, 0.5277249038330958)	(22, 0.5282596408544734)	(24, 0.5288448247646602)	(26, 0.5293013691083835)	(28, 0.5297604357965473)	(30, 0.530280038751282)	(32, 0.5307189266839223)	(34, 0.5311502475832408)	(36, 0.5316093142714047)	(38, 0.5320885597150922)	(40, 0.532663654247517)	(42, 0.5330949751468357)	(44, 0.5335262960461544)	(46, 0.5339954521120801)	(48, 0.5345024433446126)	(50, 0.5349715994105382)	(52, 0.5354937247097136)	(54, 0.5360234170422101)	(56, 0.536477439041493)	(58, 0.5369238940074544)	(60, 0.5373249467734876)	(62, 0.5378142815949369)	(64, 0.5382834376608625)	(66, 0.53876268310455)	(68, 0.5392167051038328)	(70, 0.5396732494475561)	(72, 0.5400793469024703)	(74, 0.540505623112908)	(76, 0.5410403601342856)	(78, 0.5415549184001395)	(80, 0.5420568649437911)	(82, 0.5426143030651327)	(84, 0.5433407382639853)	(86, 0.5445136284287994)	(88, 0.5462691801593597)	(90, 0.548758734122094)	(92, 0.5522925386831787)	(94, 0.5565780018875208)	(96, 0.5615041405797396)	(98, 0.5669599716044553)	(100, 0.5735357235607351)	(102, 0.5809488938712478)	(104, 0.5896711609463594)	(106, 0.6008350574398365)	(108, 0.6137570280083144)	(110, 0.6284597737517572)	(112, 0.645430107147174)	(114, 0.6637675512293201)	(116, 0.6840144100528947)	(118, 0.705285340719296)	(120, 0.7271742457736101)	(122, 0.7496886922491584)	(124, 0.7739460787330648)	(126, 0.7981731970836855)	(128, 0.8221707820902244)	(130, 0.8460826073857877)	(132, 0.8698153462260784)	(134, 0.8936666352550706)	(136, 0.9169957989848876)	(138, 0.9400626388928965)
